word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
accompany,accompany,ә'kʌmpәni,v. go or travel along with,"vt. 陪伴, 伴随, 补充, 为...伴奏
vi. 伴奏, 伴唱",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,1902,2438,accompany
establishment,establishment,i'stæbliʃmәnt,"n. a public or private structure (business or governmental or educational) including buildings and equipment for business or residence
n. any large organization
n. (ecology) the process by which a plant or animal becomes established in a new habitat
n. the cognitive process of establishing a valid proof","n. 确立, 制定, 设施
[经] 企业, 公司, 商店",n:100,3,0,cet4 cet6 ky,1903,2890,establishment
hence,hence,hens,"r. from this place
r. from this time","adv. 因此, 从此",r:100,2,1,cet4 cet6 ky toefl ielts,1904,3639,hence
fan,fan,fæn,"n. a device for creating a current of air by movement of a surface or surfaces
n. an ardent follower and admirer
v. strike out (a batter), (of a pitcher)
v. make (an emotion) fiercer","n. 风扇, 迷, 狂热者, 爱好者
vt. 煽动, 刺激, 吹拂
vi. 飘动, 成扇形散开",v:12/n:88,4,1,zk gk cet4 cet6 ky,1905,1208,fan
nineteen,nineteen,.nain'ti:n,"n. the cardinal number that is the sum of eighteen and one
s. being one more than eighteen","num. 十九, 十九个",m:100,5,0,zk gk cet4 ky,1907,7818,nineteen
liability,liability,laiә'biliti,"n. the state of being legally obliged and responsible
n. the quality of being something that holds you back","n. 责任, 债务, 倾向
[经] 责任, 义务, 负债",n:100,2,0,cet6 ky ielts gre,1908,4121,liability
unfortunately,unfortunately,ʌn'fɔ:tjjnәtli,r. by bad luck,"adv. 恐怕, 不幸的是",r:100,3,1,gk cet4 cet6 ky toefl,1910,2016,unfortunately
warning,warning,'wɒ:niŋ,"n. a message informing of danger
n. notification of something, usually in advance","n. 警告, 预告, 预兆, 通知
[法] 警告, 警戒, 预告; 警告的, 注意的",n:100,3,1,gk cet6,1911,2102,warning
minor,minor,'mainә,"a. of lesser importance or stature or rank
a. lesser in scope or effect
a. inferior in number or size or amount
a. of a scale or mode","n. 未成年人, 副修科目
a. 较小的, 二流的, 未成年的
vi. 副修
[计] 次要",j:85/n:15,3,1,cet4 cet6 ky,1912,2610,minor
height,height,hait,n. the vertical dimension of extension; distance from the base of something to the top,"n. 高度, 海拔, 高地, 顶点
[化] 高度",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,1913,2040,height
gift,gift,gift,n. something acquired without compensation,"n. 礼物, 赠予, 天才
vt. 赋予",v:1/n:99,3,1,zk gk,1914,1382,gift
constant,constant,'kɒnstәnt,"n. a quantity that does not vary
n. a number representing a quantity assumed to have a fixed value in a specified mathematical context
a. steadfast in purpose or devotion or affection","n. 常数, 恒量
a. 不变的, 一定的, 时常的
[计] 常量; 常数; 恒值",j:91/n:9,4,1,gk cet4 cet6 ky toefl ielts gre,1915,2386,constant
pleased,pleased,pli:zd,"a. experiencing or manifesting pleasure
s. feeling pleasurable satisfaction over something by which you measures your self-worth","a. 高兴的, 喜欢的, 满足的",j:100,3,1,gk,1916,3448,pleased
ideal,ideal,ai'diәl,"n. the idea of something that is perfect; something that one hopes to attain
n. model of excellence or perfection of a kind; one having no equal
s. conforming to an ultimate standard of perfection or excellence; embodying an ideal
s. constituting or existing only in the form of an idea or mental image or conception","n. 理想, 典范, 观念, 思想, 最后目标
a. 理想的, 完美的, 空想的, 观念的, 唯心论的",j:66/n:34,4,1,cet4 cet6 ky toefl ielts,1917,2815,ideal
focus,focus,'fәukәs,"n. the concentration of attention or energy on something
n. maximum clarity or distinctness of an image rendered by an optical system
n. maximum clarity or distinctness of an idea
n. a central point or locus of an infection in an organism","n. 焦点, 焦距
vi. 聚焦, 注视
vt. 使聚焦, 调焦, 集中
[计] 焦点",n:32/v:68,4,1,gk cet4 cet6 ky toefl ielts,1918,688,focus
expense,expense,ik'spens,"n. amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)
n. a detriment or sacrifice
n. money spent to perform work and usually reimbursed by an employer
v. reduce the estimated value of something","n. 费用, 代价, 开支, 损失
[经] 费用, 开支, 将支出转为费用",n:100,3,1,gk cet4 ky,1919,2137,expense
withdraw,withdraw,wið'drɒ:,"v. pull back or move away or backward
v. remove (a commodity) from (a supply source)","vt. 撤回, 取回, 撤消, 使撤退, 拉开, 移开
vi. 撤退, 离开",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1920,2786,withdraw
vision,vision,'viʒәn,"n. a vivid mental image
n. the perceptual experience of seeing
n. a religious or mystical experience of a supernatural appearance","n. 视觉, 眼光, 视力, 幻想
vt. 梦见, 想象, 显示",n:100,3,1,cet4 cet6 ky toefl,1921,1216,vision
significance,significance,sig'nifikәns,"n. the quality of being significant
n. a meaning that is not expressly stated but can be inferred","n. 重要性, 意义, 意味
[计] 有效; 有效性",n:100,2,0,gk cet4 cet6 ky toefl,1922,2937,significance
severe,severe,si'viә,"s. intensely or extremely bad or unpleasant in degree or quality
s. unsparing and uncompromising in discipline or judgment
s. very bad in degree or extent","a. 严格的, 尖锐的, 严肃的, 严重的, 严厉的, 朴素的
[法] 严厉的, 苛刻的, 严重的",j:100,4,1,gk cet4 cet6 ky toefl ielts gre,1923,2330,severe
citizen,citizen,'sitizn,n. a native or naturalized member of a state or other political community,"n. 市民, 公民
[法] 公民, 国民, 市民",n:100,4,1,gk cet4 cet6 ky,1924,1084,citizen
terrible,terrible,'terәbl,"s causing fear or dread or terror
s exceptionally bad or displeasing
s intensely or extremely bad or unpleasant in degree or quality
s extreme in degree or extent or amount or impact","a. 可怕的, 令人恐惧的, 极坏的",j:100,4,1,zk gk cet4 cet6 ky toefl,1927,1944,terrible
stretch,stretch,stretʃ,"n. a large and unbroken expanse or distance
n. a straightaway section of a racetrack
n. exercise designed to extend the limbs and muscles to their full extent
n. extension to or beyond the ordinary limit","n. 伸展, 张开, 连绵, 一段路, 一段时间
a. 可伸缩的, 弹性的
vt. 伸展, 张开, 曲解, 使过度伸展
vi. 伸展, 延伸
[计] 伸展",n:31/v:69,3,1,cet4 cet6 ky toefl ielts gre,1930,1915,stretch
hurt,hurt,hә:t,"v. give trouble or pain to
v. cause damage or affect negatively
v. hurt the feelings of
v. feel physical pain","n. 伤害, 创伤, 损害
v. 伤害, (使)伤心, 危害, 刺痛",n:2/j:11/v:87,4,1,zk gk cet4 cet6 ky,1931,1140,hurt
prisoner,prisoner,'priznә,n. a person who is confined; especially a prisoner of war,"n. 囚犯, 犯人, 战俘
[法] 犯人, 囚犯, 扣押犯",n:100,4,1,zk gk cet4 cet6 ky,1932,2419,prisoner
fuel,fuel,'fjuәl,"n. a substance that can be consumed to produce energy
v. provide with a combustible substance that provides energy
v. provide with fuel
v. take in fuel, as of a ship","n. 燃料, 木炭
vt. 加燃料, 供燃料
vi. 得到燃料",v:17/n:83,4,1,gk cet4 ky toefl ielts,1933,1558,fuel
bone,bone,bәun,"n. rigid connective tissue that makes up the skeleton of vertebrates
n. the porous calcified substance from which bones are made
n. a shade of white the color of bleached bones
v. remove the bones from","n. 骨头, 骨, 骨制品
vt. 剔骨
vi. 专心致志",v:1/n:99,3,1,gk cet4 ky,1934,1443,bone
palace,palace,'pælis,"n. a large and stately mansion
n. the governing group of a kingdom
n. a large ornate exhibition hall
n. official residence of an exalted person (as a sovereign)","n. 宫, 宫殿, 华丽大厦",n:100,3,1,zk gk ielts,1935,4678,palace
vast,vast,vɑ:st,s unusually great in size or amount or degree or especially extent or scope,"a. 巨大的, 广大的, 非常的, 大量的",j:100,3,1,gk cet4 cet6 ky toefl,1936,1965,vast
champion,champion,'tʃæmpiәn,"n. someone who has won first place in a competition
n. someone who fights for a cause
v. protect or fight for as a champion
s. holding first place in a contest","n. 冠军, 拥护者, 战士
vt. 保卫, 拥护
a. 优胜的",v:13/j:2/n:85,4,0,gk cet4 cet6 ky toefl ielts gre,1938,2758,champion
exclude,exclude,iks'klu:d,"v. prevent from being included or considered or accepted
v. prevent from entering; shut out
v. lack or fail to include","vt. 除外, 排除, 排斥
[医] 除外(诊断)",v:100,2,1,cet4 cet6 ky toefl ielts gre,1940,3470,exclude
academic,academic,.ækә'demik,"a. associated with academia or an academy
s. hypothetical or theoretical and not expected to produce an immediate or practical result
s. marked by a narrow focus on or display of learning especially its trivial aspects","a. 学院的, 学术的, 不切实际的
n. 大学生, 大学教师, 学者, 学会会员",j:88/n:12,3,1,gk cet4 cet6 ky toefl ielts gre,1941,1465,academic
funny,funny,'fʌni,s. experiencing odd bodily sensations,"a. 好笑的, 有趣的, 滑稽的
n. 滑稽人物",j:99/n:1,3,1,zk gk cet4 ky,1942,1789,funny
cancer,cancer,'kænsә,"n. any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream
n. (astrology) a person who is born while the sun is in Cancer
n. a small zodiacal constellation in the northern hemisphere; between Leo and Gemini
n. the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22","n. 癌, 恶性肿瘤
[医] 癌",n:100,4,1,zk cet4 cet6 ky,1943,1029,cancer
eighty,eighty,'eiti,"n. the cardinal number that is the product of ten and eight
s. being ten more than seventy","num. 八十, 八十个",m:100,5,0,zk gk cet4 ky,1944,7486,eighty
editor,editor,'editә,n. a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine),"n. 编者, 编辑, 主笔, 编辑器, 编辑装置
[计] 编辑器",n:100,4,1,gk cet4 cet6 ky ielts,1945,1385,editor
Christ,christ,kraist,"n a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29)
n any expected deliverer","n. 基督, 救世主",,2,0,cet6 ky,1946,0,christ
convention,convention,kәn'venʃәn,"n. a large formal assembly
n. something regarded as a normative example
n. (diplomacy) an international agreement
n. the act of convening","n. 大会, 协定, 惯例, 约定
[计] 约定",n:100,3,1,cet4 cet6 ky toefl ielts,1947,2472,convention
ninety,ninety,'nainti,"n. the cardinal number that is the product of ten and nine
s. being ten more than eighty","num. 九十, 九十个",m:100,5,0,zk gk,1948,8279,ninety
trend,trend,trend,"n a general direction in which something tends to move
n general line of orientation
n a general tendency to change (as of opinion)
n the popular taste at a given time
v turn sharply; change direction abruptly","n. 趋势, 倾向, 走向
vi. 倾向, 转向
[计] 趋势",v:1/n:99,3,1,gk cet4 cet6 ky toefl ielts gre,1949,1697,trend
living,living,'liviŋ,"n. people who are still living
a. pertaining to living persons
s. true to life; lifelike
s. (informal) absolute","n. 生活, 生计, 生存
a. 活的, 逼真的, 现存的",j:37/n:63,3,1,gk cet4 cet6 ky,1950,1329,living
afterwards,afterwards,'ɑ:ftәwәdz,r happening at a time subsequent to a reference time,"adv. 然后, 后来",r:100,3,1,,1951,5652,afterwards
switch,switch,switʃ,"n. control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit
n. hairpiece consisting of a tress of false hair; used by women to give shape to a coiffure
n. railroad track having two movable rails and necessary connections; used to turn a train from one track to another or to store rolling stock
n. a flexible implement used as an instrument of punishment","n. 开关, 电闸, 转换, 软枝, 鞭子, 道岔
vt. 转变, 切换, 摆动, 转换, 使转轨
vi. 转换, 变换, 摆动
[计] 交换机；开关; 翻转; 转移",n:36/v:64,3,1,gk cet4 cet6 ky toefl ielts,1952,2604,switch
lesson,lesson,'lesn,"n. a unit of instruction
n. a task assigned for individual study","n. 课, 课业, 教训",n:100,3,1,zk gk,1953,1325,lesson
fix,fix,fiks,"n. informal terms for a difficult situation
n. something craved, especially an intravenous injection of a narcotic drug
n. an exemption granted after influence (e.g., money) is brought to bear
v. set or place definitely","vt. 使固定, 修理, 准备, 安装, 凝视, 牢记, 确定, 整理
vi. 固定, 注视, 确定
n. 困境, 方位, 维修, 贿赂",n:16/v:84,3,1,zk gk cet4 cet6 ky,1954,1850,fix
ill,ill,il,"a. affected by an impairment of normal physical or mental function
s. resulting in suffering or adversity
s. distressing
s. indicating hostility or enmity","n. 疾病, 坏事, 罪恶, 灾难
a. 生病的, 邪恶的, 不吉利的, 敌意的, 不良的, 不顺利的
adv. 有害地, 不幸地, 几乎不",r:6/j:84/n:10,4,1,zk gk,1955,2945,ill
being,being,'bi:iŋ,n. the state or fact of existing,"n. 存在, 性质, 生命, 人, 生物, be的现在分词",n:100,3,0,gk cet4 ky,1956,1676,being
outcome,outcome,'autkʌm,"n something that results
n a phenomenon that follows and is caused by some previous phenomenon","n. 结果, 出口",n:100,3,0,gk cet4 cet6 ky toefl ielts,1957,1747,outcome
knock,knock,nɒk,"n. the sound of knocking (as on a door or in an engine or bearing)
n. negative criticism
n. a vigorous blow
n. a bad experience","n. 敲, 敲打, 敲门
v. 敲击, 互撞, 攻击",n:17/v:83,3,1,zk gk,1958,2087,knock
justify,justify,'dʒʌstifai,"v. show to be reasonable or provide adequate ground for
v. show to be right by providing justification or proof
v. adjust the spaces between words","vt. 替...辩护, 证明
vi. 证明合法
[计] 段落重排, 两端对齐",v:100,3,1,cet4 cet6 ky toefl ielts gre,1959,2834,justify
signal,signal,'signl,"n. any nonverbal action or gesture that encodes a message
n. any incitement to action
n. an electric quantity (voltage or current or field strength) whose modulation represents coded information about the source from which it comes
s. notably out of the ordinary","n. 信号, 暗号, 近因, 导火线
vt. 向...作信号, 标志, 用信号通知
vi. 发信号
a. 作为信号的, 显著的
[计] 信号",v:30/n:70,3,1,gk cet4 cet6 ky ielts gre,1960,2078,signal
rail,rail,reil,"n. short for railway
n. a horizontal bar (usually of wood or metal)
n. any of numerous widely distributed small wading birds of the family Rallidae having short wings and very long toes for running on soft mud
v. complain bitterly","n. 横杆, 围栏, 栏杆, 铁轨, 扶手, 秧鸡
vt. 以横木围栏, 给...铺铁轨
vi. 责骂, 抱怨",v:6/n:94,3,1,gk cet4 cet6 ky toefl ielts gre,1961,3373,rail
lawyer,lawyer,'lɒ:jә,n. a professional person authorized to practice law; conducts lawsuits or gives legal advice,"n. 律师
[经] 律师",n:100,4,1,gk cet4 cet6 ky ielts,1962,816,lawyer
parish,parish,'pæriʃ,"n. a local church community
n. the local subdivision of a diocese committed to one pastor","n. 教区, 堂区
[法] 救贫区, 教区",n:100,2,0,,1963,4571,parish
diet,diet,'daiәt,"n. a prescribed selection of foods
n. a legislative assembly in certain countries (e.g., Japan)
n. the usual food and drink consumed by an organism (person or animal)
n. the act of restricting your food intake (or your intake of particular foods)","n. 日常饮食, 议会
vt. 照规定饮食
vi. 忌食",v:7/n:93,4,1,gk cet4 cet6 ky toefl ielts,1964,2139,diet
somewhat,somewhat,'sʌmhwɒt,"r to a small degree or extent
r to a moderately sufficient extent or degree","n. 某物, 几分
adv. 多少, 几分",r:96/d:4,3,1,cet4 cet6 ky toefl ielts,1966,1897,somewhat
comparison,comparison,kәm'pærisn,"n. the act of examining resemblances
n. relation based on similarities and differences
n. qualities that are comparable","n. 比较, 对照, 比喻
[经] 比较, 对比",n:100,3,1,cet4 ky gre,1968,2166,comparison
notion,notion,'nәuʃәn,"n. a general inclusive concept
n. an odd or fanciful or capricious idea
n. (usually plural) small personal articles or clothing or sewing items","n. 概念, 观念, 想法, 打算, 别致的小东西
[经] 概念, 打算, 想法",n:100,3,0,cet4 cet6 ky toefl ielts,1969,1714,notion
expectation,expectation,.ekspek'teiʃәn,"n. belief about (or mental picture of) the future
n. the feeling that something is about to happen","n. 期待, 指望, 展望
[化] 期望值",n:100,3,1,gk cet4 cet6 ky,1970,1890,expectation
mine,mine,main,"n. excavation in the earth from which ores and minerals are extracted
n. explosive device that explodes on contact; designed to destroy vehicles or ships or to kill or maim personnel
v. get from the earth by excavation
v. lay mines","n. 矿, 矿藏, 地雷
vt. 挖掘, 开采, 在...布雷, 破坏
vi. 开矿, 埋设地雷
pron. 我的",a:2/p:50/v:8/n:40,2,1,gk toefl ielts,1972,2236,mine
China,china,'tʃainә,"n. a communist nation that covers a vast territory in eastern Asia; the most populous country in the world
n. high quality porcelain originally made only in China","n. 中国, 瓷器
a. 中国的",n:100,2,0,zk gk,1973,7946,china
pursue,pursue,pә'sju:,"v. follow in or as if in pursuit
v. carry further or advance","vt. 追赶, 追踪, 追随, 追求, 实行, 继续, 从事
vi. 追赶, 继续",v:100,3,1,cet4 cet6 ky toefl gre,1976,1785,pursue
plenty,plenty,'plenti,n. a full supply,"n. 充分, 很多, 丰富
a. 很多的, 足够的, 丰富的",p:93/r:4/n:3,3,1,zk gk cet4 cet6 ky,1977,2044,plenty
achievement,achievement,ә'tʃi:vmәnt,n the action of accomplishing something,"n. 完成, 成就, 功业",n:100,2,1,gk cet4 cet6 toefl ielts,1978,2021,achievement
knee,knee,ni:,"n. hinge joint in the human leg connecting the tibia and fibula with the femur and protected in front by the patella
n. the part of a trouser leg that provides the cloth covering for the knee","n. 膝, 膝盖
vt. 膝行, 用膝盖碰",n:100,3,1,zk gk cet4 cet6 ky,1979,1488,knee
Wednesday,wednesday,'wenzdi,n. the fourth day of the week; the third working day,n. 星期三,,4,1,zk gk ielts,1980,0,wednesday
democracy,democracy,di'mɒkrәsi,"n. the political orientation of those who favor government by the people or by their elected representatives
n. a political system in which the supreme power lies in a body of citizens who can elect people to represent them","n. 民主政治, 民主主义
[法] 民主, 民主政治, 民主政体",n:100,4,0,cet4 cet6 ky toefl ielts,1981,1502,democracy
corporate,corporate,'kɒ:pәrit,"a. of or belonging to a corporation
s. done by or characteristic of individuals acting together
s. organized and maintained as a legal corporation","a. 社团的, 合伙的, 公司的
[经] 团体的, 法人的, 社团的",j:99/n:1,3,0,cet6 ielts gre,1983,1579,corporate
Co,co,,"n an odorless very poisonous gas that is a product of incomplete combustion of carbon
n a hard ferromagnetic silver-white bivalent or trivalent metallic element; a trace element in plant and animal nutrition
n one who refuses to serve in the armed forces on grounds of conscience
n a state in west central United States in the Rocky Mountains",[医] 钴(27号元素),,3,0,,1984,0,co
ooh,ooh,u:,v. express admiration and pleasure by uttering `ooh' or `aah',int. （表示惊异、热心、高兴或不悦的叫声）哦！,u:100,2,0,,1986,8968,ooh
surround,surround,sә'raund,v. extend on all sides of simultaneously; encircle,"vt. 包围, 环绕, 围绕
n. 围绕物",n:2/v:98,4,1,gk cet4 cet6 ky,1987,1599,surround
gap,gap,gæp,"n. a conspicuous disparity or difference as between two figures
n. a narrow opening
n. a difference (especially an unfortunate difference) between two opinions or two views or two situations
v. make an opening or gap in","n. 缝隙, 缺口, 间断, 间距, 通用汇编程序
vt. 打开缺口, 造成缝隙
vi. 豁开
[计] 通用汇编程序, 图形应用程序, 间距",n:100,3,1,cet4 cet6 ky toefl ielts,1988,2121,gap
appreciate,appreciate,ә'pri:ʃieit,"v. recognize with gratitude; be grateful for
v. be fully aware of; realize fully
v. gain in value
v. increase the value of","vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏
vi. 增值, 涨价",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,1989,1738,appreciate
weak,weak,wi:k,"a. wanting in physical strength
s. tending downward in price
s. deficient or lacking in some skill
s. (used of verbs) having standard (or regular) inflection","a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的
[经] 疲软的",j:100,4,1,zk gk cet4 cet6 ky,1990,2070,weak
occupy,occupy,'ɒkjupai,"v. live (in a certain place)
v. occupy the whole of","vt. 占领, 占(时间、空间等), 住进, 担任, 使从事, 使全神贯注
[法] 占领, 占据, 占有",v:100,4,1,cet4 cet6 ky toefl ielts,1991,2710,occupy
root,root,ru:t,"n. (botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground
n. (linguistics) the form of a word after all affixes are removed
n. a number that, when multiplied by itself some number of times, equals a given number
n. the part of a tooth that is embedded in the jaw and serves as support","n. 根, 根本, 根源, 基础, 底部
vt. 使扎根, 使固定, 根除, 肃清, 搜出, 用鼻拱
vi. 生根, 固定, 源于, 用鼻拱土, 寻找, 捧场, 支持",v:24/n:76,3,1,gk cet4 cet6 ky,1992,1734,root
permanent,permanent,'pә:mәnәnt,"a. continuing or enduring without marked change in status or condition or place
s. not capable of being reversed or returned to the original condition","a. 永久的, 不变的, 固定的, 持久的
n. 烫发
[计] 永久的",j:99/n:1,3,1,gk cet4 cet6 ky toefl ielts gre,1993,2464,permanent
ourselves,ourselves,.auә'selvz,"pl.  of Myself
pron. ; sing. Ourself (/). An emphasized form of the
   pronoun of the first person plural; -- used as a subject, usually with
   we; also, alone in the predicate, in the nominative or the objective
   case.",pron. 我们自己,p:100,3,1,zk gk,1994,1766,ourselves
originally,originally,ә'ridʒәnli,r. in an original manner,"adv. 本来, 原来, 最初, 就起源而论, 独创地",r:100,3,1,toefl,1995,2854,originally
complaint,complaint,kәm'pleint,"n. (formerly) a loud cry (or repeated cries) of pain or rage or sorrow
n. an expression of grievance or resentment
n. (civil law) the first pleading of the plaintiff setting out the facts on which the claim for relief is based","n. 诉苦, 抱怨, 控诉
[医] 陈诉; 病",n:100,3,1,cet4 cet6 ky toefl ielts,1996,2325,complaint
amongst,amongst,ә'mʌŋst,"prep. Mixed or mingled; surrounded by.
prep. Conjoined, or associated with, or making part of the
   number of; in the number or class of.
prep. Expressing a relation of dispersion, distribution,
   etc.; also, a relation of reciprocal action.","prep. 在...当中, 在...之间, 在...之中",i:100,2,0,cet4,1997,7821,amongst
shock,shock,ʃɒk,"n. the violent interaction of individuals or groups entering into combat
n. (pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor
n. an instance of agitation of the earth's crust
n. an unpleasant or disappointing surprise","n. 震动, 冲突, 震惊, 冲击, 突击, 禾束堆, 休克, 长毛狗
vt. 使震动, 使休克, 使受电击, 震惊得
vi. 震动, 吓人
a. 蓬乱浓密的",v:31/n:69,4,1,gk cet4 cet6 ky toefl ielts,1998,2298,shock
plastic,plastic,'plæstik,"n. generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives
s. capable of being influenced or formed","n. 塑料, 可塑体, 可塑性物质
a. 塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,1999,1523,plastic
plane,plane,plein,"n. (mathematics) an unbounded two-dimensional shape
n. a level of existence or development
n. a power tool for smoothing or shaping wood
n. a carpenter's hand tool with an adjustable blade for smoothing or shaping wood","n. 平面, 扁平物, 机翼, 飞机, 水准, 地位
a. 平的, 平面的
vt. 将...刨平, 刨平, 掠过水面
vi. 翱翔, 乘飞机旅行, 刨掉",v:1/n:99,4,1,zk gk gre,2000,1150,plane
passenger,passenger,'pæsindʒә,n. a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it,"n. 乘客, 旅客
[经] 乘客, 旅客",n:100,3,1,zk gk cet4 cet6 ky,2001,2080,passenger
odd,odd,ɒd,"a. not divisible by two
s. not easily explained
s. an indefinite quantity more than that specified
s. of the remaining member of a pair, of socks e.g.","a. 奇数的, 古怪的, 剩余的, 零散的, 各种各样的, 少量的
n. 奇特的事物, 怪人
[计] 奇数, 奇校验, 光数据数字转换器",j:100,4,1,cet4 cet6 ky toefl ielts,2002,2738,odd
grass,grass,græs,"n. narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay
n. German writer of novels and poetry and plays (born 1927)
v. shoot down, of birds
v. cover with grass","n. 草, 草原, 牧场
[医] 草, 禾本",v:1/n:99,3,1,zk gk ielts,2003,2014,grass
via,via,vaiә,"n. A road way.
prep. By the way of; as, to send a letter via Queenstown to
   London.","prep. 经由, 经过, 通过
[医] 病毒灭活剂",i:100,3,1,gk cet4 cet6 ky toefl ielts,2004,2576,via
somehow,somehow,'sʌmhau,"r. in some unspecified way or manner; or by some unspecified means
r. for some unspecified reason;",adv. 不知何故,r:100,3,1,cet4 cet6 ky ielts,2005,1649,somehow
shadow,shadow,'ʃædәu,"n. shade within clear boundaries
n. a premonition of something adverse
n. refuge from danger or observation
n. a dominating and pervasive presence","n. 阴影, 荫, 影子, 影像, 阴暗, 幽灵, 少许, 隐蔽处, 庇护
vt. 遮蔽, 使朦胧, 预示, 尾随
vi. 渐变, 变阴暗
[计] 阴影",v:5/n:95,3,1,gk cet4 cet6 ky,2006,1668,shadow
column,column,'kɒlәm,"n. a line of units following one after another
n. a vertical glass tube used in column chromatography; a mixture is poured in the top and washed through a stationary substance where components of the mixture are adsorbed selectively to form colored bands
n. a vertical array of numbers or other information
n. anything that approximates the shape of a column or tower","n. 专栏, 圆柱, 纵队, 列, 柱形物
[计] 列, 柱形图",n:100,3,1,cet4 cet6 ky ielts,2007,2074,column
charity,charity,'tʃæriti,"n. a foundation created to promote the public good (not for assistance to any particular individuals)
n. a kindly and lenient attitude toward people
n. an activity or gift that benefits the public at large
n. an institution set up to provide help to the needy","n. 慈悲, 博爱, 慈善团体, 施舍
[法] 宽大, 宽恕, 慈善机关",n:100,3,1,cet4 cet6 ky toefl ielts gre,2008,3287,charity
territory,territory,'teritәri,"n. an area of knowledge or interest
n. the geographical area under the jurisdiction of a sovereign state","n. 领土, 领地, 版图, 地区, 活动范围
[经] (推销员等的)推销区域",n:100,4,0,cet4 cet6 ky toefl ielts,2009,2179,territory
least,least,li:st,"n. something that is of no importance
a. the superlative of `little' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning smallest in amount or extent or degree
r. used to form the superlative","n. 最少, 最小, 最小限度
a. 最少的, 最小的
adv. 最小, 最少",r:96/d:4,5,1,zk gk cet4 cet6 ky ielts,2012,302,least
crucial,crucial,'kru:ʃәl,"a. of extreme importance; vital to the resolution of a crisis
s. having crucial relevance","a. 决定性的, 重要的, 严厉的
[医] 十字形的; 决断的, 定局的",j:100,3,1,cet4 cet6 ky toefl ielts gre,2013,2397,crucial
inner,inner,'inә,"s. located inward
a. located or occurring within or closer to a center
s. innermost or essential
s. exclusive to a center; especially a center of influence","a. 内部的, 内心的
n. 内部",j:100,3,1,cet4 cet6 ky toefl,2014,2449,inner
negative,negative,'negәtiv,"n. a reply of denial
n. a piece of photographic film showing an image with light and shade or colors reversed
a. characterized by or displaying negation or denial or opposition or resistance; having no positive features
a. expressing or consisting of a negation or refusal or denial","n. 否定, 否定语, 负数, 底片
a. 否定的, 消极的, 负的, 阴性的
n. 负数, 负值
[计] 负数, 负值",j:94/n:6,3,1,cet4 cet6 ky toefl ielts,2015,1470,negative
manufacturer,manufacturer,.mænju'fæktʃәrә,"n. a business engaged in manufacturing some product
n. someone who manufactures something","n. 制造业者, 厂商
[经] 制造人, 制造商, 制造厂",n:100,3,1,cet4 cet6,2016,2251,manufacturer
brown,brown,braun,"n. an orange of low brightness and saturation
n. Scottish botanist who first observed the movement of small particles in fluids now known a Brownian motion (1773-1858)
n. abolitionist who was hanged after leading an unsuccessful raid at Harper's Ferry, Virginia (1800-1859)
v. fry in a pan until it changes color","n. 褐色
a. 褐色的
v. (使)变褐色",n:7/j:86/v:7,5,1,zk gk toefl,2018,1769,brown
breakfast,breakfast,'brekfәst,"n. the first meal of the day (usually in the morning)
v. eat an early morning meal
v. provide breakfast for",n. 早餐,v:4/n:96,3,1,zk gk ielts,2019,2382,breakfast
permit,permit,pә'mit,"n. large game fish; found in waters of the West Indies
v. consent to, give permission","n. 许可证, 许可, 执照, 通行证
vt. 允许, 容许, 可能, 使放手做
vi. 容许, 给以机会, 提供可能",n:25/v:75,3,1,gk cet4 cet6 ky toefl ielts,2022,2109,permit
similarly,similarly,'similәli,r. in like or similar manner,"adv. 相像地, 类似于",r:100,2,1,cet4 cet6,2024,2792,similarly
corporation,corporation,.kɒ:pә'reiʃәn,n. a business firm whose articles of incorporation have been approved in some state,"n. 公司, 合作, 法人团体
[法] 法人团体, 社团, 法人",n:100,3,0,gk cet4 cet6 ky ielts,2025,2602,corporation
