word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
gradual,gradual,'grædʒuәl,"n. (Roman Catholic Church) an antiphon (usually from the Book of Psalms) immediately after the epistle at Mass
a. proceeding in small stages
a. (of a topographical gradient) not steep or abrupt","a. 逐渐的, 渐增的
n. 弥撒升阶圣歌",j:100,3,1,cet4 cet6 ky ielts,5327,6796,gradual
accelerate,accelerate,әk'selәreit,"v. move faster
v. cause to move faster","v. 加速, 促进",v:100,2,0,gk cet4 cet6 ky toefl ielts gre,5328,4925,accelerate
romance,romance,rәu'mæns,"n. the group of languages derived from Latin
n. a novel dealing with idealized events remote from everyday life
v. have a love affair with
v. tell romantic or exaggerated lies","n. 冒险故事, 浪漫史, 传奇文学
vi. 写传奇, 作空想, 虚构",j:100,2,0,cet6 ky toefl,5329,4016,romance
teenage,teenage,'ti:nidʒ,s being of the age 13 through 19,a. 十三岁到十九岁的,j:100,2,0,,5330,3868,teenage
quotation,quotation,kwәu'teiʃәn,"n. a passage or expression that is quoted or cited
n. a statement of the current market price of a security or commodity
n. the practice of quoting from books or plays etc.","n. 引用语, 语录, 牌价, 报价
[化] 报价",n:100,1,0,cet4 cet6 toefl,5331,8858,quotation
injured,injured,'indʒәd,a. harmed,"a. 受伤的, 受损害的, 被触怒的
[法] 受害的, 被害的",j:100,3,1,,5333,5517,injured
honey,honey,'hʌni,"n. a sweet yellow liquid produced by bees
v. sweeten with honey
s. of something having the color of honey","n. 蜂蜜, 甜蜜, 爱人
a. 蜂蜜似的, 甜蜜的, 甘美的
vt. 加蜜使甜, 对...说甜言蜜语
vi. 说甜言蜜语, 奉承",n:100,2,0,gk cet4 ky,5334,2932,honey
chorus,chorus,'kɒ:rәs,"n. any utterance produced simultaneously by a group
n. a group of people assembled to sing together
n. a body of dancers or singers who perform together
n. a company of actors who comment (by speaking or singing in unison) on the action in a classical Greek play","n. 合唱队, 齐声
v. 齐声说道, 合唱",v:2/n:98,2,0,gk cet6 ky toefl ielts gre,5335,5274,chorus
flock,flock,flɒk,"n. a church congregation guided by a pastor
n. a group of birds
n. a group of sheep or goats
v. move as a crowd or in a group","n. 兽群, 鸟群, 一群人, 大量, 棉束
vi. 成群而行, 聚集
vt. 用棉束填满",v:38/n:62,2,0,cet4 cet6 ky toefl ielts gre,5337,6596,flock
fever,fever,'fi:vә,"n. a rise in the temperature of the body; frequently a symptom of infection
n. intense nervous anticipation","n. 发烧, 发热, 热病
[医] 发热, 热",v:1/n:99,2,1,zk gk cet4 cet6 ky ielts,5338,4372,fever
pier,pier,piә,"n. a platform built out from the shore into the water and supported by piles; provides access to ships and boats
n. (architecture) a vertical supporting structure (as a portion of wall between two doors or windows)
n. a support for two adjacent bridge spans","n. 码头, 桥墩, 支框, 防波堤
[医] 桥基, 基牙",n:100,1,0,cet6 ielts gre,5342,7841,pier
sincerely,sincerely,sin'siәli,"r. with sincerity; without pretense
r. written formula for ending a letter",adv. 真诚地,r:100,1,1,gk,5343,10201,sincerely
balanced,balanced,'bælәnst,a. being in a state of proper equilibrium,"a. 公平的, 平衡的
[计] 平衡的, 对称的, 均衡的",j:100,2,0,toefl,5345,4888,balanced
ruin,ruin,ruin,"n. an irrecoverable state of devastation and destruction
n. a ruined building
n. an event that results in destruction
v. destroy or cause to fail","n. 毁灭, 推翻, 废墟
vi. 毁灭, 衰败, 破坏, 破产, 堕落
vt. 使毁灭, 毁坏, 使破产",n:43/v:57,3,1,gk cet4 cet6 ky toefl,5346,4197,ruin
retreat,retreat,ri'tri:t,"n. (military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat
n. a place of privacy; a place affording peace and quiet
n. (military) a signal to begin a withdrawal from a dangerous position
n. (military) a bugle call signaling the lowering of the flag at sunset","n. 休息寓所, 撤退, 隐居, 退避
vi. 撤退, 隐退, 向后倾
vt. 退(棋)",v:48/n:52,3,0,cet4 cet6 ky toefl ielts gre,5347,4787,retreat
glimpse,glimpse,glimps,"n. a brief or incomplete view
n. a vague indication
v. catch a glimpse of or see briefly","n. 一瞥, 一闪
vi. 投以一瞥, 闪烁不定
vt. 瞥见",v:26/n:74,2,0,cet4 cet6 ky toefl ielts gre,5348,4555,glimpse
prosperity,prosperity,prɒs'periti,"n. an economic state of growth with rising profits and full employment
n. the condition of prospering; having good fortune","n. 繁荣, 茂盛, 成功
[经] 繁荣",n:100,2,0,cet4 cet6 ky toefl gre,5349,5082,prosperity
grim,grim,grim,s. not to be placated or appeased or moved by entreaty,"a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的",j:100,2,0,cet6 ky toefl ielts gre,5350,5348,grim
listener,listener,'lisnә,n someone who listens attentively,"n. 收听者, 听众",n:100,2,0,cet4,5351,4560,listener
hatred,hatred,'heitrid,n the emotion of intense dislike; a feeling of dislike so strong that it demands action,"n. 憎恨, 仇恨, 憎恶
[法] 敌意, 憎恨, 憎恶",n:100,2,1,cet4 cet6 ky toefl,5352,5252,hatred
arbitrary,arbitrary,'ɑ:bitrәri,a. based on or subject to individual discretion or preference or sometimes impulse or caprice,"a. 任意的, 武断的, 专治的, 霸道的",j:100,1,0,gk cet4 cet6 ky toefl ielts gre,5353,7545,arbitrary
sporting,sporting,'spɒ:tiŋ,"a. relating to or used in sports
s. involving risk or willingness to take a risk","a. 喜好运动的, 运动用的, 冒险性的",j:100,2,0,,5354,6535,sporting
flour,flour,'flauә,"n. fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain
v. cover with flour
v. convert grain into flour","n. 面粉, 粉沫, 碎粉
[医] 面粉, 麦粉",v:2/n:98,2,1,gk cet4 cet6 ky toefl ielts,5355,3429,flour
amusement,amusement,ә'mju:zmәnt,n. a feeling of delight at being entertained,"n. 兴味, 娱乐, 消遣
[法] 娱乐, 娱乐活动",n:100,1,0,gk cet6,5357,6732,amusement
formidable,formidable,'fɒ:midәbl,"s. extremely impressive in strength or excellence
s. inspiring fear","a. 巨大的, 优秀的, 可怕的, 艰难的",j:100,2,0,cet6 ky toefl ielts gre,5358,6229,formidable
clarity,clarity,'klærәti,n. free from obscurity and easy to understand; the comprehensibility of clear expression,"n. 清楚, 明晰
[化] 透明度; 透明性; 清晰性",n:100,1,0,ky ielts gre,5359,5443,clarity
unchanged,unchanged,.ʌn'tʃeindʒd,a. not made or become different,"a. 无变化的
[经] 持稳的",j:100,2,0,,5360,8737,unchanged
recipient,recipient,ri'sipiәnt,n. a person who receives something,"a. 领受的, 容易接受的, 感受性强的
n. 领受者, 容纳者, 容器",n:100,2,0,cet6 ky toefl ielts gre,5361,3919,recipient
impulse,impulse,'impʌls,n. the act of applying force suddenly,"n. 冲动, 驱使, 刺激, 推动, 冲力, 建议, 脉冲
vt. 推动",n:100,2,0,cet6 ky toefl ielts gre,5362,4695,impulse
dressing,dressing,'dresiŋ,"n. savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type
n. a cloth covering for a wound or sore
n. processes in the conversion of rough hides into leather
n. the activity of getting dressed; putting on clothes","n. 调味品, 穿衣, 化妆
[化] 追肥",n:100,1,0,ielts,5363,5976,dressing
haul,haul,hɒ:l,"v. draw slowly or heavily
v. transport in a vehicle","n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离
vi. 拖, 拉, 改变方向, 改变主意
vt. 拖拉, 拖运",n:20/v:80,2,0,cet6 ky toefl ielts,5364,4191,haul
scholarship,scholarship,'skɒlәʃip,n. financial aid provided to a student on the basis of academic merit,"n. 学问, 学术成就, 奖学金",n:100,2,0,gk cet4 cet6 ky toefl ielts,5365,3044,scholarship
rebellion,rebellion,ri'beljәn,"n. refusal to accept some authority or code or convention
n. organized opposition to authority; a conflict in which one faction tries to wrest control from another","n. 谋反, 叛乱, 反抗
[法] 造反, 反叛, 叛乱",n:100,2,0,cet4 cet6 ky toefl,5367,6331,rebellion
projection,projection,prә'dʒekʃәn,"n. a prediction made by extrapolating from past observations
n. the projection of an image from a film onto a screen
n. any structure that branches out from a central support
n. any solid convex shape that juts out from something","n. 发射, 计划, 突出部分, 设计, 推测
[计] 投影",n:100,2,0,toefl gre,5368,4755,projection
bin,bin,bin,"n. a container; usually has a lid
n. the quantity contained in a bin
v. store in bins","n. (贮存谷物等的)容器, 箱子
[计] 二进制, 商业信息网",,2,1,ky gre,5370,0,bin
supervisor,supervisor,.sju:pә'vaizә,n. one who supervises or has charge and direction of,"n. 管理者, 监督者, 指导者, 视导员
[计] 管理程序",n:100,2,0,toefl ielts,5371,3589,supervisor
stumble,stumble,'stʌmbl,"v. walk unsteadily
v. miss a step and fall or nearly fall
v. encounter by chance
v. make an error","n. 绊倒, 蹒跚而行, 失足
vt. 使绊倒, 使困惑
vi. 绊倒, 失足, 失策, 犯错, 蹒跚, 踌躇",n:5/v:95,2,0,cet4 cet6 ky toefl ielts,5372,4001,stumble
keyboard,keyboard,'ki:bɒ:d,"n. device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like
n. holder consisting of an arrangement of hooks on which keys or locks can be hung","n. 键盘
[计] 键盘",v:1/n:99,2,1,zk gk cet4 cet6 ky toefl,5374,5541,keyboard
broker,broker,'brәukә,v. act as a broker,"n. 掮客, 经纪人
[经] 经纪人, 掮客",v:9/n:91,3,0,gre,5375,4073,broker
warrior,warrior,'wɒ:riә,n. someone engaged in or experienced in warfare,"n. 战士, 勇士, 武士, 鼓吹战争的人, 战斗, 尚武",n:100,2,0,toefl,5376,3607,warrior
insure,insure,in'ʃuә,v. take out insurance for,"vt. 保险, 确保
vi. 投保",v:100,2,0,gk cet4 cet6 ky ielts,5378,6180,insure
outfit,outfit,'autfit,"n. any cohesive unit such as a military company
n. a set of clothing (with accessories)","n. 用具, 配备, 机构
vt. 配备, 供应
vi. 得到装备",v:16/n:84,2,0,ky toefl ielts,5379,4400,outfit
amid,amid,ә'mid,"prep. See Amidst.
prep. In the midst or middle of; surrounded or encompassed by;
   among.","prep. 在其间, 在其中
[经] 在...中",i:100,3,0,cet6 ky toefl ielts,5382,3825,amid
outdoor,outdoor,'autdɒ:,"a. located, suited for, or taking place in the open air
a. pertaining to or concerning the outdoors or outdoor activities","a. 户外的, 屋外的, 露天的",j:100,2,1,cet4 cet6 ky,5384,3614,outdoor
descent,descent,di'sent,"n. a movement downward
n. the act of changing your location in a downward direction
n. the kinship relation between an individual and the individual's progenitors
n. a downward slope or bend","n. 降落, 家系, 侵袭, 血统
[医] 下降, 世代, 血统",n:100,1,0,cet6 ky toefl ielts gre,5385,5454,descent
deficiency,deficiency,di'fiʃәnsi,"n the state of needing something that is absent or unavailable
n lack of an adequate quantity or number","n. 缺乏, 不足
[医] 缺乏, 不足",n:100,2,0,cet6 ky toefl ielts gre,5386,6360,deficiency
pudding,pudding,'pudiŋ,"n. any of various soft thick unsweetened baked dishes
n. (British) the dessert course of a meal (`pud' is used informally)
n. any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed",n. 布丁,n:100,2,0,cet4 cet6,5387,8518,pudding
biology,biology,bai'ɒlәdʒi,"n. the science that studies living organisms
n. characteristic life processes and phenomena of living organisms","n. 生物学
[化] 生物; 生物学",n:100,2,1,gk cet4 ky ielts,5388,4226,biology
photography,photography,fә'tɒgrәfi,"n. the act of taking and printing photographs
n. the process of producing images of objects on photosensitive surfaces
n. the occupation of taking and printing photographs or making movies","n. 摄影, 摄影术
[化] 照相术",n:100,2,1,cet6,5389,3986,photography
designate,designate,'dezigneit,"v. assign a name or title to
s. appointed but not yet installed in office","vt. 指定, 指明, 称呼
a. 已选出而未上任的",v:100,2,0,cet6 ky toefl ielts gre,5390,5240,designate
adjacent,adjacent,ә'dʒeisәnt,"s. nearest in space or position; immediately adjoining without intervening space
s. having a common boundary or edge; abutting; touching; Massachusetts and Conncecticut""
s. near or close to but not necessarily touching","a. 毗连的, 邻近的, 连接的
[机] 相邻的, 邻位的, 交界的",i:37/j:63,1,0,cet6 ky toefl ielts gre,5391,6649,adjacent
screw,screw,skru:,"n. a simple machine of the inclined-plane type consisting of a spirally threaded cylindrical rod that engages with a similarly threaded hole
n. a propeller with several angled blades that rotates to push against water or air
n. a fastener with a tapered threaded shank and a slotted head
v. turn like a screw","n. 螺旋, 螺杆, 螺钉, 螺旋桨, 吝啬鬼
vt. 调节, 扭紧, 旋, 拧, 加强, 压榨, 勒索
vi. 转动, 旋, 拧",n:35/v:65,2,1,cet4 cet6 ky toefl ielts gre,5393,4750,screw
analogy,analogy,ә'nælәdʒi,"n. an inference that if things agree in some respects they probably agree in others
n. drawing a comparison in order to show a similarity in some respect","n. 相似, 类似
[计] 模拟",n:100,1,0,cet6 ky toefl ielts gre,5394,5913,analogy
spit,spit,spit,"n. a narrow strip of land that juts out into the sea
n. a skewer for holding meat over a fire
n. the act of spitting (forcefully expelling saliva)
v. expel or eject (saliva or phlegm or sputum) from the mouth","n. 唾液, 唾吐, 小雨, 炙叉, 一铲的深度
vt. 唾吐, 吐出, 降小雨, 用炙叉穿过
vi. 吐唾沫, 吐痰, 唾弃, 飘霏霏细雨",n:19/v:81,2,0,gk cet4 cet6 ky ielts,5395,4932,spit
cult,cult,kʌlt,"n. followers of an exclusive system of religious beliefs and practices
n. followers of an unorthodox, extremist, or false religion or sect who often live outside of conventional society under the direction of a charismatic leader
n. a religion or sect that is generally considered to be unorthodox, extremist, or false
n. a system of religious beliefs and rituals","n. 膜拜, 礼拜式, 祭仪, 一群信徒
[医] 迷信, 巫术",n:100,2,0,toefl gre,5396,5245,cult
weird,weird,wiәd,"s. strikingly odd or unusual; some weird effect of shadow""- Bram Stoker","a. 怪异的, 超自然的, 不可思议的
n. 命运, 预言, 符咒",j:100,2,0,ky toefl ielts gre,5398,3632,weird
locality,locality,lәu'kæliti,n a surrounding or nearby region,"n. 地方, 所在, 位置
[法] 位置, 场所, 地区",n:100,1,0,cet6 ky toefl ielts,5399,11068,locality
pony,pony,'pәuni,"n. a range horse of the western United States
n. an informal term for a racehorse
n. a literal translation used in studying a foreign language (often used illicitly)
n. any of various breeds of small gentle horses usually less than five feet high at the shoulder","n. 矮种马
v. 借助逐字直译文翻译
a. 小型的, 每日摘要的",n:100,2,0,gre,5400,8352,pony
bankruptcy,bankruptcy,'bæŋkrәptsi,"n. a state of complete lack of some abstract property
n. inability to discharge all your debts as they come due
n. a legal process intended to insure equality among the creditors of a corporation declared to be insolvent","n. 破产者
[经] 破产, 倒闭",n:100,2,0,cet6 toefl,5401,4171,bankruptcy
balcony,balcony,'bælkәni,"n. an upper floor projecting from the rear over the main floor in an auditorium
n. a platform projecting from the wall of a building and surrounded by a balustrade or railing or parapet","n. 阳台, 戏院楼厅",n:100,2,0,gk cet4 cet6 ky toefl ielts,5402,5799,balcony
folly,folly,'fɒli,"n. the trait of acting stupidly or rashly
n. the quality of being rash and foolish
n. foolish or senseless behavior","n. 愚蠢, 荒唐事, 讽刺剧",n:100,1,0,toefl gre,5403,9254,folly
monkey,monkey,'mʌŋki,n. any of various long-tailed primates (excluding the prosimians),"n. 猴子, 猿, 打桩锤
vi. 淘气, 胡闹
vt. 嘲弄",v:2/n:98,2,0,zk gk cet4 ky,5405,4558,monkey
burial,burial,'beriәl,n. the ritual placing of a corpse in a grave,"n. 埋葬, 葬礼
[法] 埋葬, 葬礼",n:100,1,0,gk cet6 toefl ielts gre,5406,6234,burial
stab,stab,stæb,"n. a strong blow with a knife or other sharp pointed instrument
v. stab or pierce","n. 刺, 戳, 剧痛, 尝试, 努力
vt. 刺, 戳, 刺入, 刺痛, 直入, 使伤心
vi. 刺, 刺伤",n:22/v:78,2,0,cet4 cet6 ky toefl gre,5408,5835,stab
prosecute,prosecute,'prɒsikju:t,"v. conduct a prosecution in a court of law
v. bring a criminal action against (in a trial)
v. carry out or participate in an activity; be involved in","vt. 告发, 起诉, 彻底进行, 执行, 从事
vi. 告发, 起诉, 作检察官",v:100,3,0,ky toefl ielts gre,5409,5089,prosecute
notebook,notebook,'nәutbuk,"n. a book with blank pages for recording notes or memoranda
n. a small compact portable computer","n. 笔记本, 手册, 期票簿",n:100,2,0,zk gk cet4 cet6 ky ielts,5410,4427,notebook
flick,flick,flik,"n. a light sharp contact (usually with something flexible)
n. a short stroke
v. look through a book or other written material
v. twitch or flutter","n. 快速的轻打, 轻打声, 弹开
v. 轻弹, 轻轻拂去, 忽然摇动",n:29/v:71,2,0,gre,5412,6850,flick
fog,fog,fɒg,"n. droplets of water vapor suspended in the air near the ground
n. an atmosphere in which visibility is reduced because of a cloud of some substance","n. 雾, 迷惑, (割后的)最生草, 苔藓
vi. 被雾笼罩, 变模糊
vt. 使困惑, 以雾笼罩",v:6/n:94,2,0,gk cet4 cet6 ky toefl,5413,4913,fog
solidarity,solidarity,.sɒli'dæriti,n. a union of interests or purposes or sympathies among members of a group,"n. 团结, 团结一致, 共同一致
[法] 团结, 共同责任",n:100,2,0,cet6 ky toefl ielts gre,5414,6213,solidarity
repayment,repayment,ri'peimәnt,n. payment of a debt or obligation,"n. 付还, 偿还, 报复, 付还的钱
[经] 偿还, 付还",n:100,2,0,,5415,14804,repayment
flush,flush,flʌʃ,"n. a poker hand with all 5 cards in the same suit
n. a sudden rapid flow (as of water)
v. flow freely
v. glow or cause to glow with warm color or light","n. 流溢, 面红, 旺盛, 发烧, 惊飞的鸟, 同花牌
a. 丰足的, 齐平的, 满盈的, 泛滥的
adv. 齐平地, 直接地
vi. 脸发红, 奔涌, 旺盛, 惊飞
vt. 淹没, 冲洗, 使脸红, 使激动, 使齐平, 使惊飞",r:10/n:17/j:8/v:65,2,0,cet4 cet6 ky toefl ielts gre,5416,5935,flush
reservoir,reservoir,'rezәvwɑ:,"n. a large or extra supply of something
n. lake used to store water for community use
n. tank used for collecting and storing a liquid (as water or oil)
n. anything (a person or animal or plant or substance) in which an infectious agent normally lives and multiplies","n. 贮水池, 贮藏处, 贮备, 水库
vt. 储藏",n:100,2,0,cet6 ky toefl ielts,5419,5907,reservoir
hostage,hostage,'hɒstidʒ,n. a prisoner who is held by one party to insure that another party will meet specified terms,"n. 人质, 抵押品
[经] 人质, 抵押品",n:100,4,0,cet6 ky ielts,5420,3972,hostage
investigator,investigator,in'vestigeitә,n. someone who investigates,"n. 调查者, 审查者
[法] 审查员, 侦查员, 调查员",n:100,2,0,,5422,2266,investigator
landowner,landowner,'lændәunә,n. a holder or proprietor of land,"n. 地主
[法] 土地所有人, 地主",n:100,1,0,,5423,7830,landowner
wardrobe,wardrobe,'wɒ:drәub,"n. a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes
n. collection of clothing belonging to one person
n. collection of costumes belonging to a theatrical company","n. 衣橱, 衣室, 全部衣服",n:100,2,0,cet6 ky ielts gre,5424,7918,wardrobe
calf,calf,kɑ:f,"n. young of domestic cattle
n. the muscular back part of the shank
n. fine leather from the skin of a calf
n. young of various large placental mammals e.g. whale or giraffe or elephant or buffalo","n. 小牛, 小牛皮, 腓肠
[医] 腓肠",n:100,1,0,,5425,5631,calf
rev,rev,rev,"n rate of revolution of a motor
v increase the number of rotations per minute","n. 一次回转
v. 加快转速
[计] 反转, 周, 转数",v:100,1,0,,5426,17305,rev
hull,hull,hʌl,"n. dry outer covering of a fruit or seed or nut
n. persistent enlarged calyx at base of e.g. a strawberry or raspberry
n. United States naval officer who commanded the `Constitution' during the War of 1812 and won a series of brilliant victories against the British (1773-1843)
n. United States diplomat who did the groundwork for creating the United Nations (1871-1955)","n. 壳, 皮, 船体
vt. 去壳",v:3/n:97,2,0,cet6 gre,5427,6683,hull
renaissance,renaissance,ri'neisәns,n. the period of European history at the close of the Middle Ages and the rise of the modern world; a cultural rebirth from the 14th through the middle of the 17th centuries,"n. 复活, 复兴, 文艺复兴
a. 文艺复兴的",n:100,2,0,cet6 ky toefl ielts,5428,11032,renaissance
scent,scent,sent,"n. an odor left in passing by which a person or animal can be traced
v. catch the scent of; get wind of","n. 气味, 香味, 香水, 踪迹, 痕迹, 线索, 嗅觉
vt. 闻出, 嗅, 发觉, 使充满气味
vi. 嗅猎, 发出气味",v:9/n:91,2,0,cet4 cet6 ky toefl ielts,5433,4460,scent
delicious,delicious,di'liʃәs,n. variety of sweet eating apples,a. 美味的,j:100,2,0,zk gk cet4 ky toefl ielts,5437,4985,delicious
adaptation,adaptation,.ædæp'teiʃәn,"n. a written work (as a novel) that has been recast in a new form
n. the process of adapting to something (such as environmental conditions)
n. (physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light)","n. 适应, 改编, 改编本
[医] 适应[作用]",n:100,1,0,gk toefl,5438,5196,adaptation
patrol,patrol,pә'trәul,"n. a detachment used for security or reconnaissance
n. the activity of going around or through an area at regular intervals for security purposes
n. a group that goes through a region at regular intervals for the purpose of security
v. maintain the security of by carrying out a patrol","n. 巡逻, 巡逻员, 侦察队
v. 巡逻, 巡视",v:27/n:73,2,0,cet6 ky toefl ielts,5439,4183,patrol
atomic,atomic,ә'tɒmik,"a. of or relating to or comprising atoms
s. immeasurably small","a. 原子的, 原子能的
[医] 原子的",j:100,2,0,cet4 toefl,5441,5438,atomic
pepper,pepper,'pepә,"n. climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam
n. pungent seasoning from the berry of the common pepper plant of East India; use whole or ground
n. sweet and hot varieties of fruits of plants of the genus Capsicum
v. add pepper to","n. 胡椒粉, 胡椒, 辣椒
[化] 胡椒; 辣椒; 花椒",v:4/n:96,3,1,gk cet4 cet6 ky,5443,1923,pepper
subscription,subscription,sәb'skripʃәn,"n. a payment for consecutive issues of a newspaper or magazine for a given period of time
n. agreement expressed by (or as if expressed by) signing your name
n. a pledged contribution
n. the act of signing your name; writing your signature (as on a document)","n. 捐献, 订金, 订阅, 签署, 同意
[化] 订购",n:100,2,0,cet6,5444,8304,subscription
staircase,staircase,'stєәkeis,n a way of access (upward and downward) consisting of a set of steps,"n. 楼梯, 梯子, 楼梯部分
[医] 阶梯现象",n:100,1,0,cet4 cet6 ky toefl,5445,7028,staircase
rifle,rifle,'raifl,"n. a shoulder firearm with a long barrel and a rifled bore
v. go through in search of something; search through someone's belongings in an unauthorized way","n. 来复枪, 步枪
vt. 用步枪射击, 抢夺
vi. (抱有不良意图)迅速翻查",v:5/n:95,2,0,cet4 cet6 ky toefl gre,5446,3065,rifle
pillow,pillow,'pilәu,"n. a cushion to support the head of a sleeping person
v. rest on or as if on a pillow","n. 枕头, 靠垫, 枕状岩
vt. 作...的枕头, 垫, 枕于
vi. 靠在枕上",v:1/n:99,2,0,gk cet4 cet6 ky toefl ielts,5447,4017,pillow
immigration,immigration,.imi'greiʃәn,"n. migration into a place (especially migration to a country of which you are not a native in order to settle there)
n. the body of immigrants arriving during a specified interval","n. 移民, 移居
[医] 移民",n:100,3,0,gk cet6 toefl,5448,2431,immigration
kneel,kneel,ni:l,"n. supporting yourself on your knees
v. rest one's weight on one's knees",vi. 跪下,v:100,1,0,cet4 cet6 ky,5449,4938,kneel
greenhouse,greenhouse,'gri:nhaus,"n. a building with glass walls and roof; for the cultivation and exhibition of plants under controlled conditions
a. of or relating to or caused by the greenhouse effect",n. 温室,n:100,2,0,cet4 cet6 ky gre,5450,5166,greenhouse
superintendent,superintendent,",sju:pәrin'tendәnt",n. a caretaker for an apartment house; represents the owner as janitor and rent collector,"n. 监督人, 主管人, 主日学校校长
[经] 监督人, 主管人(部门)",n:100,2,0,toefl,5451,5496,superintendent
Protestant,protestant,'prɒtistәnt,"n. an adherent of Protestantism
a. of or relating to Protestants or Protestantism
s. protesting","n. 新教徒
a. 新教的, 新教徒的",j:59/n:41,2,0,,5452,6131,protestant
fridge,fridge,fridʒ,n a refrigerator in which the coolant is pumped around by an electric motor,n. 电冰箱,n:100,2,1,zk cet4 cet6 ky ielts,5453,9318,fridge
ballot,ballot,'bælәt,"n. a document listing the alternatives that is used in voting
v. vote by ballot","n. 投票, 投票用纸, 抽签
vi. 投票, 抽签
vt. 投票选出, 拉选票",v:1/n:99,3,0,cet6 ky toefl ielts gre,5454,3706,ballot
sniff,sniff,snif,"n. sensing an odor by inhaling through the nose
v. perceive by inhaling through the nose
v. inhale audibly through the nose","n. 以鼻吸气, 嗅, 气息
vi. 嗅, 蔑视, 嗤之以鼻
vt. 闻, 用力吸, 发觉",n:11/v:89,2,0,gk cet6 ky toefl,5455,5870,sniff
bomber,bomber,'bɒmә,"n. a military aircraft that drops bombs during flight
n. a person who plants bombs
n. a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States","n. 轰炸机, 投弹手",n:100,2,0,,5456,4954,bomber
variant,variant,'vєәriәnt,"s. differing from a norm or standard
s. exhibiting variation and change","n. 变体, 异体
a. 不同的, 有差别的
[计] 变体型",n:100,1,0,toefl ielts,5457,8882,variant
stool,stool,stu:l,"n. a simple seat without a back or arms
n. (forestry) the stump of a tree that has been felled or headed for the production of saplings
v. lure with a stool, as of wild fowl
v. react to a decoy, of wildfowl","n. 凳子, 大便, 粪便, 厕所
vi. 长新枝
vt. 引诱, 诱捕",n:100,1,0,cet4 cet6 ky,5459,5989,stool
memorandum,memorandum,.memә'rændәm,n a written proposal or reminder,"n. 备忘录, 外交备忘录, 交易备忘录
[经] 备忘录, 便笺, 便函",n:100,1,0,toefl,5460,10968,memorandum
formulation,formulation,.fɒ:mju'leiʃәn,"n. a substance prepared according to a formula
n. the style of expressing yourself","n. 系统陈述, 公式化, 配制
[化] 表述; 数学表述; 数式化; 数学表述",n:100,1,0,cet6 ky,5461,7322,formulation
donor,donor,'dәunә,"n. person who makes a gift of property
n. (medicine) someone who gives blood or tissue or an organ to be used in another person (the host)","n. 捐赠人
[化] 给体; 供体",n:100,2,0,toefl gre,5462,3847,donor
butler,butler,'bʌtlә,"n. a manservant (usually the head servant of a household) who has charge of wines and the table
n. English novelist who described a fictitious land he called Erewhon (1835-1902)
n. English poet (1612-1680)","n. 男管家, 司膳总管",n:100,1,0,,5463,11155,butler
ethical,ethical,'eθikәl,"a. of or relating to the philosophical study of ethics
a. conforming to accepted standards of social or professional behavior
s. adhering to ethical and moral principles","a. 伦理的, 民族的, 民族特有的
[医] 伦理的, 道德的",j:100,2,0,cet6,5465,3454,ethical
disciplinary,disciplinary,'disiplinәri,"a. relating to discipline in behavior
a. relating to a specific field of academic study","a. 训练的, 纪律的, 训诫的
[法] 纪律的, 惩戒性的",j:100,2,0,,5466,8128,disciplinary
racism,racism,'reisizm,"n. the prejudice that members of one race are intrinsically superior to members of other races
n. discriminatory or abusive behavior towards members of another race","n. 种族主义, 种族偏见
[法] 种族主义, 种族歧视, 种族歧视主张",n:100,2,0,,5469,3948,racism
electorate,electorate,i'lektәrit,n. the body of enfranchised citizens; those qualified to vote,"n. 选民, 有选举权者, 选区
[法] 选民, 选举团, 选区",n:100,2,0,gre,5470,8624,electorate
accused,accused,ә'kju:zd,n. a defendant in a criminal proceeding,n. 被告,j:100,1,0,,5476,9385,accused
placement,placement,'pleismәnt,"n. the spatial property of the way in which something is placed
n. contact established between applicants and prospective employees
n. the act of putting something in a certain place","n. 放置, 布置, 工作安排, 编班, 定位球
[计] 放置",n:100,1,0,ielts,5480,4394,placement
decree,decree,di'kri:,"n. a legally binding command or decision entered on the court record (as if issued by a court or judge)
v. issue a decree","n. 法令, 判决, 天意
vt. 颁布, 判决
vi. 发布命令",v:31/n:69,2,0,cet6 toefl ielts gre,5485,8412,decree
insider,insider,'in'saidә,n. an officer of a corporation or others who have access to private information about the corporation's operations,"n. 内部的人, 权威人士, 知道内情的人
[经] 熟悉内情者",n:100,2,0,gre,5487,5334,insider
